000568.SZ,000858.SZ,002007.SZ,002032.SZ,0388.HK,0700.HK,1093.HK,1169.HK,1177.HK,2269.HK,300015.SZ,600009.SH,600161.SH,600519.SH,600809.SH
84.35,128.7,34.03,73.14,249.6,338.8,19.74,22.25,11.04,87.8,41.8,75.03,26.55,1182.06,92.92
85.3,130.72,34.59,72.46,248.6,335.6,19.74,22.0,11.2,88.4,41.94,76.3,27.36,1185.0,94.0
85.83,131.49,33.78,71.22,248.2,335.0,19.82,22.0,10.68,91.0,41.39,75.94,26.47,1189.95,93.57
84.5,130.81,33.86,71.67,250.4,338.0,19.74,21.95,10.62,90.7,41.82,76.38,26.46,1175.8,93.22
81.75,127.55,33.46,71.8,247.2,331.8,17.82,21.75,10.1,88.45,39.92,75.13,26.42,1129.0,89.34
81.74,127.0,33.0,71.9,247.6,333.0,17.84,21.5,10.06,87.45,39.98,75.9,25.65,1133.0,88.32
80.36,126.04,33.03,71.46,247.4,331.0,17.6,21.85,10.18,87.4,40.34,75.46,25.95,1118.0,88.18
81.72,128.45,33.03,72.24,245.0,328.6,17.46,21.6,10.12,87.05,40.3,75.17,26.38,1122.33,88.08
81.49,128.16,33.37,73.25,244.0,330.0,17.74,22.05,10.36,88.45,40.69,76.65,26.67,1129.8,88.18
82.59,130.98,33.4,75.22,247.6,335.6,17.94,21.85,10.62,91.8,41.3,77.75,26.75,1170.0,89.61
82.36,130.49,32.49,76.2,246.8,336.2,17.02,21.3,10.12,91.4,39.99,77.46,26.48,1158.7,87.61
81.93,130.86,33.14,75.31,245.4,336.8,17.0,21.15,10.12,91.45,40.23,78.7,26.69,1164.4,88.03
80.89,128.82,33.4,74.19,245.8,340.0,17.36,21.55,10.22,91.55,40.2,78.43,27.0,1158.98,87.2
80.49,127.78,33.3,74.61,249.8,349.0,17.86,21.85,10.32,92.45,39.93,78.22,26.89,1137.0,87.0
82.0,129.52,33.9,75.22,255.4,361.0,17.78,21.85,10.34,94.85,40.83,79.03,27.18,1163.0,88.7
81.6,128.83,33.99,75.61,251.8,359.8,17.62,21.85,10.3,96.0,40.15,78.59,27.27,1147.92,88.01
83.04,130.25,34.01,75.68,256.6,371.2,18.36,23.9,10.68,98.1,40.35,78.8,27.27,1169.98,88.6
82.5,130.94,33.6,75.62,257.6,377.6,18.08,23.8,10.62,99.65,39.53,78.43,26.8,1168.0,88.73
82.0,129.86,33.18,75.72,255.0,375.6,18.2,24.4,10.6,99.85,39.44,78.3,26.58,1157.4,87.0
82.15,129.1,33.2,75.65,256.4,375.2,18.24,24.4,10.76,99.6,39.0,79.11,26.43,1146.3,85.88
81.61,128.14,33.21,73.4,255.8,377.8,18.62,24.5,11.02,100.0,39.14,78.35,26.32,1149.3,85.53
82.05,128.7,33.73,73.51,253.4,376.8,18.5,24.3,11.02,98.8,38.49,77.8,26.53,1148.0,85.15
80.86,128.1,33.51,72.64,,,,,,,38.97,77.57,26.64,1133.7,83.14
80.73,128.15,34.6,75.75,,,,,,,39.0,77.84,27.03,1135.1,85.35
81.71,129.0,33.81,76.11,256.8,384.0,18.82,24.85,11.18,99.2,38.56,77.26,26.64,1163.0,88.08
85.73,132.82,33.58,76.27,256.2,383.2,18.82,24.55,10.88,98.95,38.68,77.86,27.03,1185.8,90.22
86.68,133.01,35.15,76.78,253.0,375.6,18.58,24.35,10.9,98.65,39.56,78.75,27.94,1183.0,89.7
85.45,132.08,35.22,77.89,260.4,382.4,18.68,25.0,11.0,100.7,39.5,77.36,27.86,1130.0,88.8
85.79,130.55,34.97,76.79,266.6,383.0,18.5,24.45,10.82,101.6,39.39,77.3,27.85,1078.56,87.64
85.62,129.2,32.18,74.5,268.6,377.4,17.66,24.1,10.5,97.55,38.54,75.6,27.12,1077.99,86.5
86.0,129.37,32.3,74.6,269.8,385.6,18.0,24.3,10.7,101.0,39.19,75.25,27.92,1094.53,86.92
84.85,128.89,32.16,74.54,268.2,382.0,17.88,24.45,10.62,100.5,38.81,75.06,27.57,1088.14,87.7
87.5,130.77,32.89,74.87,274.8,390.0,18.16,24.75,10.9,103.2,41.44,75.56,27.75,1102.7,91.48
90.5,133.62,33.24,74.05,275.0,398.6,17.98,24.7,10.98,97.6,41.76,75.92,27.8,1112.5,94.2
93.03,139.66,34.3,75.3,280.2,406.4,18.0,24.7,11.08,99.0,41.53,75.95,28.19,1124.27,95.2
92.07,138.56,34.05,73.98,277.6,400.4,17.76,25.0,10.94,98.95,41.22,74.56,28.19,1107.4,94.46
92.34,140.8,34.27,74.44,279.8,398.8,17.6,24.9,10.82,99.9,41.08,73.5,28.24,1112.13,96.15
92.65,140.66,34.11,74.33,278.0,400.0,18.0,25.15,11.34,105.5,42.66,73.49,28.02,1107.0,97.49
91.8,138.55,34.08,74.2,280.0,399.0,18.92,25.25,11.74,106.0,42.99,73.26,29.05,1107.5,96.69
90.59,137.56,35.49,73.82,280.2,396.0,19.18,25.05,12.32,106.2,43.04,71.95,30.03,1091.0,95.9
87.26,132.62,37.03,73.33,271.8,385.4,19.0,24.35,11.94,104.0,42.75,70.4,31.69,1075.3,94.5
87.51,131.7,35.97,73.05,275.0,391.0,19.48,24.85,12.12,104.5,42.38,70.96,30.58,1075.51,95.48
82.65,126.16,36.09,70.62,269.4,385.6,18.92,24.65,11.56,102.1,40.0,68.98,31.32,1052.8,91.68
74.39,113.54,37.19,63.57,260.4,380.0,17.94,23.15,10.72,99.65,36.83,63.8,31.1,1003.92,82.51
72.12,114.5,36.6,65.69,264.0,393.0,18.34,23.4,11.08,102.7,39.28,68.2,30.73,1038.01,79.75
72.4,117.51,39.12,67.95,266.6,392.2,19.16,23.55,11.14,103.7,39.76,70.3,33.33,1049.99,81.28
73.89,119.15,43.03,68.26,273.0,400.0,19.36,23.6,11.28,106.7,40.34,71.62,36.66,1071.0,82.41
74.76,120.58,41.1,68.83,270.6,402.4,19.42,23.2,11.24,108.2,40.3,71.71,35.12,1076.0,85.21
73.72,121.13,42.19,70.46,268.4,400.6,19.06,22.95,11.26,110.5,41.12,70.72,36.65,1066.49,85.8
77.4,124.79,40.85,71.0,270.2,409.0,19.08,23.15,11.6,111.3,41.9,72.22,35.46,1098.0,87.4
77.49,124.49,41.17,71.34,270.4,411.0,19.14,23.85,11.6,114.7,41.78,72.38,36.05,1097.27,87.59
77.5,124.14,41.42,71.1,268.8,416.4,18.74,23.7,11.6,115.9,41.32,72.4,35.79,1091.0,87.85
77.72,123.43,42.99,70.47,269.6,415.0,19.02,23.8,11.78,117.0,41.11,72.0,39.37,1088.0,87.35
78.22,124.3,42.31,70.67,272.8,416.6,19.36,23.85,11.76,116.7,42.18,71.57,37.65,1093.82,87.4
77.7,123.39,41.18,70.24,270.0,408.2,19.06,23.45,11.52,118.9,42.12,70.98,36.16,1084.0,86.66
79.03,126.0,39.76,69.6,270.4,411.4,19.08,23.65,11.56,115.5,41.51,72.08,34.53,1096.5,87.85
82.77,130.15,40.07,71.31,271.4,410.0,19.22,23.8,11.46,118.0,43.8,73.8,35.11,1118.0,91.23
82.69,130.0,40.7,72.07,267.6,401.0,19.02,23.25,11.28,116.8,43.3,72.69,35.36,1112.88,90.26
81.11,127.1,41.18,73.69,260.8,390.4,18.48,23.3,11.0,114.9,42.7,69.88,35.43,1087.18,88.63
79.55,125.3,42.59,74.53,261.8,401.6,18.66,22.85,11.16,119.4,42.38,68.6,35.99,1074.81,87.08
78.5,124.1,41.23,75.83,259.8,399.6,18.2,22.7,11.04,115.5,40.79,67.57,34.6,1073.7,87.15
79.02,126.3,41.75,72.96,260.8,399.2,18.24,23.0,11.42,114.7,41.67,67.6,34.8,1087.39,89.94
74.8,120.6,41.5,73.45,255.8,386.0,17.76,22.3,11.28,114.0,40.0,65.71,34.63,1057.0,86.25
77.82,122.65,42.31,73.22,254.8,389.6,17.88,22.4,11.36,116.8,42.0,68.8,35.0,1086.01,89.4
79.0,124.37,44.29,72.91,257.0,394.0,18.24,22.75,11.7,117.7,42.42,68.7,35.45,1113.0,91.5
78.88,125.27,43.7,72.6,255.2,394.0,18.14,23.5,11.78,119.4,43.6,71.69,35.46,1128.92,91.06
83.4,133.2,45.02,74.3,259.6,406.2,18.72,23.85,12.34,120.6,44.71,73.0,35.43,1171.0,100.17
81.38,130.07,44.49,72.38,255.4,395.8,18.72,23.25,12.32,120.7,44.9,71.8,34.97,1155.5,96.2
77.8,126.3,43.32,70.87,248.0,377.4,17.88,22.1,11.54,117.1,43.99,70.41,33.8,1114.01,90.0
81.22,130.72,42.81,72.87,250.6,383.0,17.84,22.2,11.36,118.6,43.93,71.0,33.93,1156.0,94.35
81.51,129.9,42.6,71.79,246.6,378.4,17.2,21.95,11.24,122.1,43.16,70.09,33.51,1158.52,93.8
80.25,126.04,40.89,70.98,238.4,363.6,16.46,20.6,10.98,110.9,41.58,69.64,32.57,1138.5,91.0
78.92,122.6,40.07,70.48,238.2,365.0,16.44,20.6,11.08,110.6,41.15,68.92,32.16,1112.03,90.72
74.05,115.5,39.59,66.35,228.6,341.8,15.62,19.68,10.42,94.9,38.96,66.2,31.2,1067.0,87.03
71.65,112.36,42.75,67.65,231.2,349.8,15.52,19.2,10.6,97.85,38.34,64.0,33.78,1045.1,85.63
69.77,107.59,42.19,66.8,221.8,334.0,14.36,18.08,10.12,95.4,38.05,63.3,34.11,1007.99,83.81
66.51,102.11,40.93,64.64,213.0,343.0,13.72,17.98,9.7,91.2,36.0,61.0,32.37,996.0,80.2
68.65,108.51,43.2,65.6,218.0,359.6,14.86,18.86,10.26,97.55,36.11,62.85,34.98,1035.28,83.22
66.63,104.51,43.75,62.95,211.4,348.0,14.06,18.2,9.88,92.95,34.2,59.31,34.65,1019.0,80.99
70.17,109.05,43.89,65.72,223.8,365.2,15.12,19.12,10.44,96.55,37.26,62.17,34.41,1056.0,84.13
72.91,114.0,46.36,66.7,232.0,380.0,16.02,19.92,10.82,102.5,38.67,64.72,36.01,1080.1,86.9
72.98,113.89,48.0,67.67,231.8,381.8,16.32,20.2,10.7,103.8,38.8,64.0,36.35,1064.92,88.72
74.5,115.81,46.87,68.0,234.6,382.4,16.24,20.85,10.62,100.0,38.82,62.09,35.38,1075.5,90.33
71.91,113.23,46.0,65.88,232.0,376.6,16.22,19.56,10.68,97.0,38.15,59.69,34.96,1072.0,88.06
73.65,115.2,47.92,69.13,233.8,380.2,15.52,20.65,10.22,100.5,39.38,60.81,36.38,1111.0,90.18
73.84,115.0,48.39,69.44,231.0,374.4,14.84,19.42,10.08,105.5,38.91,61.66,35.89,1103.0,90.55
74.25,117.19,48.79,69.67,235.0,379.8,15.02,19.36,10.34,110.3,39.5,62.54,35.66,1145.0,91.21
74.3,117.52,49.07,70.76,236.4,376.4,15.26,19.18,10.54,112.8,39.38,63.4,35.7,1139.79,90.79
76.24,124.14,51.2,71.23,243.8,387.6,16.3,20.3,11.0,115.2,40.33,63.21,36.48,1159.95,91.3
76.12,125.28,48.18,70.7,242.4,385.0,16.24,19.6,10.92,113.9,40.26,63.94,36.44,1159.76,92.43
76.35,124.98,48.69,70.06,247.4,391.4,16.94,19.94,11.28,114.7,41.88,65.59,37.88,1158.5,93.8
76.85,126.52,48.58,69.79,,,,,,,42.89,65.58,36.71,1165.0,93.48
78.13,125.0,47.22,68.1,,,,,,,42.58,64.9,36.98,1162.3,93.71
78.39,128.45,48.95,67.65,249.4,395.0,16.7,20.45,11.22,114.4,43.74,66.1,36.1,1185.1,96.1
78.63,127.91,49.57,66.74,247.0,395.0,16.6,20.05,11.24,113.6,43.31,65.55,35.85,1189.6,96.07
77.18,126.1,51.05,67.0,244.8,406.8,16.44,19.8,11.18,115.4,43.06,65.22,36.4,1197.1,95.66
78.33,128.82,48.77,68.39,247.0,409.6,16.4,20.55,11.54,116.5,43.09,67.72,34.79,1226.0,97.45
78.05,129.31,48.71,68.8,244.2,408.6,16.56,20.65,11.88,119.9,43.0,67.96,34.85,1227.3,98.19
74.73,126.47,48.85,67.2,242.4,400.6,15.82,20.85,10.94,118.5,42.4,66.7,34.23,1200.0,96.68
77.28,130.3,48.98,67.34,242.6,409.4,15.82,20.85,11.08,120.0,44.03,67.28,34.43,1244.5,99.6
77.74,131.09,51.02,67.68,244.4,411.6,15.94,20.85,11.26,121.5,44.03,70.98,35.06,1252.26,99.12
77.88,131.4,49.27,67.72,245.0,406.4,15.56,20.8,11.22,115.4,43.96,70.5,33.78,1250.56,100.0
78.15,132.7,39.52,66.99,247.0,413.0,15.38,21.35,11.52,117.7,44.3,68.39,34.51,1276.0,99.32
82.5,139.0,40.54,68.5,252.6,417.2,15.72,21.1,11.56,119.6,45.09,70.5,34.94,1279.13,109.25
79.09,135.5,39.82,65.98,252.0,417.0,15.4,21.35,11.34,121.0,45.68,68.86,34.55,1274.9,103.49
79.17,135.77,38.87,65.88,,,,,,,44.39,70.7,34.08,1265.7,107.31
79.03,138.21,38.55,65.3,253.4,410.0,15.18,21.25,11.84,118.8,45.49,70.21,34.47,1300.0,106.28
80.3,141.91,38.03,66.59,246.4,407.2,15.5,21.2,11.8,120.5,46.58,68.4,35.48,1312.0,108.5
81.64,142.9,38.06,66.54,242.8,418.2,15.76,21.5,11.88,124.8,46.8,69.0,35.12,1314.61,108.35
82.8,141.85,37.24,68.56,250.0,435.0,15.78,21.6,11.82,127.0,45.6,68.6,34.37,1323.01,107.1
84.12,142.9,38.22,69.46,251.6,431.0,15.44,21.35,11.68,129.8,46.32,67.9,34.64,1333.0,111.29
88.66,146.0,38.28,69.46,254.6,429.6,15.76,20.9,12.0,134.9,48.3,68.91,34.86,1335.95,117.26
87.8,146.3,37.58,68.55,249.6,430.6,15.44,20.55,11.94,135.0,47.91,67.09,34.78,1326.59,116.73
87.56,145.22,36.86,67.0,252.4,421.2,15.54,20.45,11.96,135.1,47.74,65.6,34.43,1313.0,115.18
89.5,151.19,38.05,69.5,254.8,423.0,15.7,20.65,12.1,138.8,49.1,67.23,34.69,1346.21,119.29
89.1,151.42,40.5,69.7,265.2,430.0,15.78,20.45,12.22,135.7,48.75,69.18,37.17,1346.11,120.5
87.83,150.85,40.11,70.76,265.8,440.0,16.52,21.2,12.4,133.7,47.89,67.7,37.08,1351.0,120.11
87.63,151.68,40.72,70.76,271.0,433.4,16.26,20.85,12.08,133.0,48.88,67.38,36.77,1366.1,121.95
84.08,144.25,41.16,67.8,259.0,412.4,15.3,20.35,11.4,125.5,47.87,65.5,35.55,1328.2,117.9
84.78,147.03,41.18,66.51,275.0,416.6,15.48,20.2,11.5,126.5,48.71,66.45,36.16,1362.9,121.95
85.35,147.81,42.01,67.48,272.4,425.4,15.88,20.65,11.96,129.0,50.02,68.96,37.43,1358.0,122.88
84.16,146.16,41.78,68.7,272.8,420.0,16.94,20.65,11.94,124.5,49.29,68.38,37.64,1338.0,122.22
84.0,146.16,40.0,67.27,269.6,408.2,15.2,21.0,11.36,121.0,37.65,68.5,37.66,1344.0,124.5
85.3,148.2,41.18,67.7,270.2,410.4,15.18,21.6,12.2,121.8,39.16,72.39,38.5,1366.6,128.11
89.22,158.59,41.5,67.94,282.8,429.0,15.66,21.45,13.02,127.1,40.33,74.54,39.05,1419.5,131.85
88.11,158.77,40.26,66.89,288.0,430.4,16.38,22.05,13.06,129.3,39.3,74.1,38.48,1410.71,129.93
87.48,158.24,40.08,66.54,292.4,432.6,16.06,22.15,13.28,132.2,39.15,73.63,39.92,1399.3,129.97
89.08,158.85,41.3,66.7,292.0,435.0,16.02,22.15,13.5,132.5,40.02,72.13,41.41,1407.99,133.18
93.59,160.09,41.13,67.5,294.2,434.2,16.06,22.65,13.7,131.1,40.5,74.28,41.7,1425.0,134.6
95.03,160.61,40.25,67.83,292.8,430.0,15.76,22.85,13.8,125.0,39.98,74.3,40.68,1406.1,135.37
95.79,162.61,40.6,68.93,290.8,433.8,15.9,23.2,13.68,125.7,40.59,75.93,41.01,1416.55,134.99
95.95,162.54,41.32,69.42,296.4,446.2,16.02,23.4,13.92,128.0,41.8,75.71,41.5,1423.66,135.14
94.9,160.07,40.7,68.13,294.4,442.4,15.62,22.85,13.86,128.2,41.42,75.88,41.16,1400.46,133.98
95.0,161.5,41.27,67.98,296.2,441.0,15.44,22.8,13.76,129.0,41.96,75.0,41.84,1416.37,135.3
